id,country,ccode,institution,recommendation,year,womensrightsissue,nomention,inaction,consideration,delegation,execution,compliance,vaw,econ,action,precision,documentname,session,recstate,case,finaljudgmentdate,recSource
CEDAW0552,Denmark,390,CEDAW,provide clear guidance on the concept of equal pay for work of equal value;,2015,Equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,false,true,8,1,CEDAW/C/DNK/CO/8,,,,,
CEDAW0553,Denmark,390,CEDAW,provide effective mechanisms for seeking redress and compensation for violations of the principle of equal pay for work of equal value,2015,Equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,false,true,3,2,CEDAW/C/DNK/CO/8,,,,,
CEDAW0554,Denmark,390,CEDAW,"Take proactive measures to eliminate occupational segregation, including by facilitating the provision of options for making a transition from part-time employment to full-time employment and creating more opportunities for women to gain access to full-time employment",2015,Equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2,CEDAW/C/DNK/CO/8,,,,,
CEDAW0555,Denmark,390,CEDAW,Provide for adequate and clearly defined sanctions for companies that fail to meet targets for equal gender representation and provide specific mechanisms for the prompt enforcement of such sanctions,2015,Equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,false,true,3,3,CEDAW/C/DNK/CO/8,,,,,
CEDAW0556,Denmark,390,CEDAW,Consider strengthening the legal protection of women in cases of discrimination in the workplace relating to pregnancy and childbirth,2015,Equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,false,true,5,1,CEDAW/C/DNK/CO/8,,,,,
CEDAW0557,Denmark,390,CEDAW,"Take measures to increase the participation of women in the labour market arising out of public procurement, including by establishing obligations for public authorities to promote gender equality in the allocation of public procurement contracts",2015,Equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3,CEDAW/C/DNK/CO/8,,,,,
CEDAW0558,Denmark,390,CEDAW,continue to explore alternatives to the minimum age requirement as a means of combating forced marriage,2015,Gender equality and Violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,2,CEDAW/C/DNK/CO/8,,,,,
CEDAW0559,Denmark,390,CEDAW,"take all measures necessary to ensure that victims of gender-related forms of persecution who are in need of protection, regardless of their status or residence, are not returned under any circumstance to any country in which their life would be at risk or where they might be subjected to gender-based violence, or to torture or ill-treatment",2015,Violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/62/D/53/2013,,,,,
CEDAW0560,Denmark,390,CEDAW,adopt gender-sensitive procedural safeguards in asylum procedures to ensure that women asylum seekers are able to present their case on the basis of equality and non-discrimination,2015,Violence against women for asylum seekers,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3,CEDAW/C/62/D/53/2013,,,,,
CEDAW0561,Denmark,390,CEDAW,"Design specialized and mandatory training programmes for judges, prosecutors and lawyers as well as other professionals involved in administrative and judicial proceedings on the dynamics of violence against women, custody and visitation rights and the “best interests of the child” principle, non-discrimination against foreign nationals as well as gender stereotypes in order to equip them with the necessary knowledge and skills to discharge their duties in conformity with the State party’s international obligations",2016,Gender equality and Violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/63/D/46/2012,,,,,
CEDAW0562,Estonia,366,CEDAW,encourage diversification of the educational choices of boys and girls,2007,Gender equality in education,1,0,0,0,0,0,false,true,4,2,CEDAW/C/EST/CO/4,,,,,
CEDAW0563,Estonia,366,CEDAW,"develop and implement programmes aimed at counselling women and girls on educational choices, bearing in mind their subsequent opportunities and chances in the labour market",2007,Gender equality in education and employment,1,0,0,0,0,0,false,true,6,3,CEDAW/C/EST/CO/4,,,,,
CEDAW0564,Estonia,366,CEDAW,adopt policies to increase the number of women professors among academic staff,2007,Gender equality in education,0,1,0,0,0,0,false,true,6,2,CEDAW/C/EST/CO/4,,,,,
CEDAW0565,Estonia,366,CEDAW,"speedily adopt and implement the draft national action plan on domestic violence, make it widely known to public officials and society at large, and monitor its effectiveness",2007,Violence against women,0,1,0,0,333,0,true,false,6,3,CEDAW/C/EST/CO/4,,,,,
CEDAW0566,Estonia,366,CEDAW,"ensure that all women who are victims of domestic violence, including rural women, have access to immediate means of redress and protection, including protection orders and access to a sufficient number of safe and adequately funded shelters and to legal aid",2007,Violence against women,0,1,0,0,333,0,true,false,3,3,CEDAW/C/EST/CO/4,,,,,
CEDAW0567,Estonia,366,CEDAW,elaborate a specific law on domestic violence against women which provides for such redress and protection,2007,Violence against women,0,1,0,0,0,0,true,false,5,3,CEDAW/C/EST/CO/4,,,,,
CEDAW0568,Estonia,366,CEDAW,"work towards a comprehensive approach to preventing and addressing all forms of violence against women, including a legislative framework",2007,Violence against women,0,0,0,0,0,1,true,false,5,2,CEDAW/C/EST/CO/4,,,,,
CEDAW0569,Estonia,366,CEDAW,"improve research and data collection on the prevalence, causes and consequences of violence against women. The state party should include in such data collection the relationship between the perpetrator and the victim",2007,Violence against women,0,1,0,0,0,0,true,false,2,3,CEDAW/C/EST/CO/4,,,,,
CEDAW0570,Estonia,366,CEDAW,ensure the effective implementation of all measures taken to combat human trafficking,2007,Violence against women,999,999,999,999,999,1,true,false,7,1,CEDAW/C/EST/CO/4,,,,,
CEDAW0571,Estonia,366,CEDAW,"collect and analyse data from the police and international sources, prosecute and punish traffickers,",2007,Violence against women,0,1,0,333,0,333,true,false,2,3,CEDAW/C/EST/CO/4,,,,,
CEDAW0572,Estonia,366,CEDAW,ensure the protection of the human rights of trafficked women and girls,2007,Violence against women,1,0,0,0,0,0,true,false,8,1,CEDAW/C/EST/CO/4,,,,,
CEDAW0573,Estonia,366,CEDAW,"address the root cause of trafficking by increasing its efforts to improve the economic situation of women, thereby eliminating their vulnerability to exploitation and traffickers, and take measures for the rehabilitation and social integration of women",2007,Violence against women,0,1,0,333,0,333,true,false,6,3,CEDAW/C/EST/CO/4,,,,,
CEDAW0574,Estonia,366,CEDAW,"provide, in its next report, comprehensive information and data on trafficking in women and girls, on the exploitation of prostitution and on the measures taken to prevent and combat such activities",2007,Violence against women,0,0,0,1,0,1,true,false,2,3,CEDAW/C/EST/CO/4,,,,,
CEDAW0575,Estonia,366,CEDAW,"take temporary special measures as provided for in the Gender Equality Act, to accelerate women’s full and equal participation in elected and appointed bodies. Such measures should include the establishment of benchmarks, numerical goals and timetables, as well as training programmes on leadership and negotiation skills ofr current and fufute women leaders.",2007,Gender equality in public and political life,0,1,0,0,0,0,false,true,6,3,CEDAW/C/EST/CO/4,,,,,
CEDAW0576,Estonia,366,CEDAW,urges the State party to undertake awareness-raising campaigns about the importance of women’s participation in public and political life and at decision-making levels,2007,Gender equality in public and political life,1,0,0,0,0,0,false,true,4,3,CEDAW/C/EST/CO/4,,,,,
CEDAW0577,Estonia,366,CEDAW,"strengthen efforts to eliminate occupational segregation, both horizontal and vertical, and to adopt measures to decrease and narrow the wage gap between women and men by applying job evaluation schemes in the public sector connected with wage increases in sectors dominated by women",2007,Gender equality in employment,0,1,0,0,0,333,false,true,6,3,CEDAW/C/EST/CO/4,,,,,
CEDAW0578,Estonia,366,CEDAW,strengthen efforts to ensure women’s access to vocational training,2007,Gender equality in employment,0,0,0,0,0,1,false,true,6,2,CEDAW/C/EST/CO/4,,,,,
CEDAW0579,Estonia,366,CEDAW,"ensure the effective implementation of the Wages Act, including provisions on equal pay for work of equal value",2007,Gender equality in employment,0,0,0,0,1,0,false,true,7,2,CEDAW/C/EST/CO/4,,,,,
CEDAW0580,Estonia,366,CEDAW,"provide in its next report detailed information, including statistical data indicating trends over time, about the situation of women in the fields of employment and work in urban and rural areas and in the public, private, formal and informal sectors and about the impact of measures taken to realize equal opportunities for women",2007,Gender equality in employment,0,1,0,0,0,333,false,true,2,3,CEDAW/C/EST/CO/4,,,,,
CEDAW0581,Estonia,366,CEDAW,"raise the legal age of marriage for women and men to 18 years, in line with article 16, paragraph 2, of the Convention on the Elimination of All Forms of Discrimination against Women, the Committee’s general recommendation 21 and the Convention on the Rights of the Child",2007,Violence against women,0,1,0,0,0,0,true,false,5,3,CEDAW/C/EST/CO/4,,,,,
CEDAW0582,Finland,375,CEDAW,"intensify its efforts to prevent and address all forms of violence against women and girls, including domestic violence, in accordance with the Committee’s General Recommendation 19 and the State party’s reaffirmed commitment during the Universal Periodic Review of the Human Rights Council (A/HRC/WG.6/1/FIN/4, paragraph 50)",2008,Violence against women,999,999,999,999,999,1,true,false,1,1,CEDAW/C/FIN/CO/6,,,,,
CEDAW0583,Finland,375,CEDAW,put in place expeditiously a comprehensive strategy or action plan and a campaign to prevent and eliminate all forms of violence against women and girls,2008,Violence against women,999,1,999,999,999,999,true,false,8,1,CEDAW/C/FIN/CO/6,,,,,
CEDAW0584,Finland,375,CEDAW,"put in place expeditiously an effective institutional mechanism at the Cabinet level to coordinate, monitor and assess the effectiveness of measures taken",2008,Violence against women,0,0,0,1,1,0,true,false,2,2,CEDAW/C/FIN/CO/6,,,,,
CEDAW0585,Finland,375,CEDAW,carry out studies and monitor closely the new law on the mediation procedure in order to ensure that such procedure is implemented in a way that respects and promotes women’s human rights and does not lead to perpetrators escaping prosecution,2008,Violence against women,0,0,0,1,0,1,true,false,2,3,CEDAW/C/FIN/CO/6,,,,,
CEDAW0586,Finland,375,CEDAW,"ensure that a sufficient number of shelters are available to women victims of violence, staffed by expert personnel, provided with adequate financial resources and ensure shelters adhere to a strict policy of confidentiality to protect victim’s identity and the locality of shelters",2008,Violence against women,0,1,0,0,333,0,true,false,6,3,CEDAW/C/FIN/CO/6,,,,,
CEDAW0587,Finland,375,CEDAW,"provide complete information and data as well as the result of an on-going study on the exploitation of prostitution of women in its next periodic report, including clandestine prostitution in massage parlors, and an assessment of the law’s implementation to date",2008,Violence against women,0,1,0,0,0,0,true,false,2,3,CEDAW/C/FIN/CO/6,,,,,
CEDAW0588,Finland,375,CEDAW,"continue formulating strategies and programmes to prevent women from entering prostitution and establish programmes of rehabilitation and support for women and girls who wish to discontinue their lives in prostitution, including information on and support in relation to alternative livelihood options",2008,Violence against women,1,0,0,0,0,0,true,false,6,3,CEDAW/C/FIN/CO/6,,,,,
CEDAW0589,Finland,375,CEDAW,"enhance cooperation among entities responsible for the monitoring of plans of actions against trafficking, including coordination with countries of origin and transit",2008,Violence against women,1,0,0,0,0,0,true,false,1,3,CEDAW/C/FIN/CO/6,,,,,
CEDAW0590,Finland,375,CEDAW,"strengthen its efforts to encourage an increase in the number of women in high-ranking posts, particularly in academia and in the private sector",2008,Gender equality in employment,1,0,0,0,0,0,false,true,8,1,CEDAW/C/FIN/CO/6,,,,,
CEDAW0591,Finland,375,CEDAW,"adoption of proactive measures to encourage more women to apply for high-ranking posts, and encourage the state party to employ and effectively implement temporary special measures in accrodance with article 4, paragraph 1, of the Convention, and with the Committee's general recommendation No. 25, in order to accelerate the realization of women's de facto equality with men in all areas.",2008,Gender equality in employment,1,0,0,0,0,0,false,true,6,2,CEDAW/C/FIN/CO/6,,,,,
CEDAW0592,Finland,375,CEDAW,ensure that the representation of women in political and public bodies reflects the full diversity of the population and includes migrant and minority women,2008,Gender equality in public and political life for minority women,1,0,0,0,0,0,false,true,8,1,CEDAW/C/FIN/CO/6,,,,,
CEDAW0593,Finland,375,CEDAW,"provide data and information on the representation of women, including migrant and minority women, in political and public life, in academia and in diplomatic service, in its next periodic report",2008,Gender equality in public and political life for minority women,1,0,0,0,0,0,false,true,2,3,CEDAW/C/FIN/CO/6,,,,,
CEDAW0594,Finland,375,CEDAW,undertake a comprehensive curricula review and to introduce gender-sensitive curricula and teaching methods that address the structural and cultural causes of discrimination against women,2008,Gender equality in education,1,0,0,0,0,0,false,true,4,3,CEDAW/C/FIN/CO/6,,,,,
CEDAW0595,Finland,375,CEDAW,gender issues and sensitivity training be made an integral and substantive component of all teachers’ training,2008,Gender equality in education,1,0,0,0,0,0,false,true,4,3,CEDAW/C/FIN/CO/6,,,,,
CEDAW0596,Finland,375,CEDAW,"prioritize the realization of women’s de facto equality with men in the labour market, so as to achieve full compliance with article 11 of the Convention",2008,Gender equality in employment,1,0,0,0,0,0,false,true,8,1,CEDAW/C/FIN/CO/6,,,,,
CEDAW0597,Finland,375,CEDAW,"take concrete measures, including temporary special measures in accordance with article 4, paragraph 1, of the Convention and with the Committee’s general recommendation No. 25, to eliminate both vertical and horizontal occupational segregation and close the gender-based wage gap between women and men,",2008,Gender equality in employment,1,0,0,0,0,0,false,true,6,1,CEDAW/C/FIN/CO/6,,,,,
CEDAW0598,Finland,375,CEDAW,"take concrete measures, including temporary special measures in accordance with article 4, paragraph 1, of the Convention and with the Committee’s general recommendation No. 25,  to prevent the practice of illegal dismissal of women in cases of pregnancy and childbirth",2008,Gender equality in employment,1,0,0,0,0,0,false,true,6,2,CEDAW/C/FIN/CO/6,,,,,
CEDAW0599,Finland,375,CEDAW,"continue its efforts to ensure reconciliation of family and professional responsibilities and to promote equal sharing of domestic and family tasks between women and men, including by developing incentives to encourage more men to avail themselves of parental leave",2008,Gender equality in employment,1,0,0,0,0,0,false,true,6,3,CEDAW/C/FIN/CO/6,,,,,
CEDAW0600,Finland,375,CEDAW,"be proactive in its measures to prevent discrimination against Roma women, both within their communities and in society at large, to combat violence against them",2008,Violence against Roma women,1,0,0,0,0,0,true,false,8,1,CEDAW/C/FIN/CO/6,,,,,
CEDAW0601,Finland,375,CEDAW,increase their (Roma women) awareness of the availability of social services and legal remedies as well as to familiarize them with their rights to equality and non-discrimination,2008,Violence against Roma women,1,0,0,0,0,0,true,false,4,2,CEDAW/C/FIN/CO/6,,,,,
CEDAW0602,Finland,375,CEDAW,"develop measures to eliminate all forms of discrimination and violence against Sami women, including engaging proactively with the Sami community and drawing up plans to increase women’s representation in both their communities and in Finnish society at large",2008,Violence against Sami women,0,1,0,0,0,0,true,false,8,2,CEDAW/C/FIN/CO/6,,,,,
CEDAW0603,Finland,375,CEDAW,"intensify its efforts to eliminate discrimination against women with disabilities, to combat violence against them and to recognize them as a particular group with particular needs",2008,Violence against women with disabilities,999,999,999,999,1,999,true,false,8,1,CEDAW/C/FIN/CO/6,,,,,
CEDAW0604,Finland,375,CEDAW,"undertake efforts to eliminate female genital mutilation, including by raising awareness of its harmful effects for girls and women in the communities known to engage in this practice",2014,Violence against women,1,0,0,0,0,0,true,false,4,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0605,Finland,375,CEDAW,"undertake efforts to eliminate female genital mutilation, including by incorporating an explicit provision criminalizing female genital mutilation into its legislation",2014,Violence against women,1,0,0,0,0,0,true,false,5,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0606,Finland,375,CEDAW,allocate adequate financial resources to the national action plan and strategies aimed at eliminating violence against women,2014,Violence against women,0,1,0,0,0,0,true,false,6,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0607,Finland,375,CEDAW,"establish an effective and adequately funded institutional mechanism at the government level to coordinate, monitor and assess the effectiveness of measures taken to eliminate violence against women",2014,Violence against women,0,0,0,1,1,0,true,false,2,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0608,Finland,375,CEDAW,take specific measures to promote the use of gender-sensitive language in public discourse on the issue of domestic violence and provide information on its gendered nature,2014,Violence against women,1,0,0,0,0,0,true,false,4,2,CEDAW/C/FIN/CO/7,,,,,
CEDAW0609,Finland,375,CEDAW,take the legislative and other measures necessary to prohibit mandatory mediation and conciliation in cases of intimate partner and other forms of domestic violence,2014,Violence against women,0,1,0,0,0,0,true,false,5,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0610,Finland,375,CEDAW,review the legislation on rape so as to remove any requirement that sexual assault be committed by force or threat and place the lack of consent at the centre of its definition;,2014,Violence against women,0,0,0,0,0,1,true,false,5,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0611,Finland,375,CEDAW,"amend the Penal Code, chapter 20, section 1.2, on rape and section 5.1, containing provisions on sexual abuse, to ensure that the definition of rape also covers cases of non-consensual sexual acts where there is an abuse of authority, such as in cases of rape committed against women who are residents in closed institutions, and align the sanctions for such acts from a fine to the minimum sentence of imprisonment as is the case for the commission of such acts;",2014,Violence against women,0,0,0,0,0,1,true,false,5,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0612,Finland,375,CEDAW,"take specific measures to fully investigate, prosecute and punish perpetrators of rape in order to increase the conviction rates in cases of rape",2014,Violence against women,0,1,0,0,0,0,true,false,3,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0613,Finland,375,CEDAW,"ensure that a sufficient number of shelters, staffed by qualified personnel and provided with adequate financial resources, are available to women victims of violence, including those from disadvantaged groups who require special support",2014,Violence against women,0,0,0,0,0,1,true,false,6,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0614,Finland,375,CEDAW,"open rape crisis centres, walk-in centres and 24-hour, free-of-charge helplines that provide protection and assistance to all women victims of violence, including migrant women, women with disabilities and women belonging to sexual minorities",2014,Violence against women,0,0,0,1,1,0,true,false,6,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0615,Finland,375,CEDAW,ratify the Council of Europe Convention on Preventing and Combating Violence against Women and Domestic Violence within the time frame indicated by the State party,2014,Violence against women,0,0,0,0,0,1,true,false,1,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0616,Finland,375,CEDAW,Review its legislation on human trafficking and provide clear definitions of trafficking and pandering to ensure that victims are properly identified and provided with adequate protection and assistance,2014,Violence against women,1,0,0,0,0,0,true,false,5,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0617,Finland,375,CEDAW,Assess the risk of deportation for victims of trafficking under the Aliens Act and introduce amendments to the Act where necessary,2014,Violence against women,1,0,0,0,0,0,true,false,2,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0618,Finland,375,CEDAW,"Ensure that women and girls who are victims of trafficking have access to medical care, legal and psychosocial counselling, adequate housing, education, income-generating opportunities and rehabilitation and reintegration programmes, regardless of their ability or willingness to testify against traffickers",2014,Violence against women,1,0,0,0,0,0,true,false,6,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0619,Finland,375,CEDAW,Pursue steps to criminalize the demand for prostitution and take measures to discourage such demand,2014,Violence against women,1,0,0,0,0,0,true,false,5,2,CEDAW/C/FIN/CO/7,,,,,
CEDAW0620,Finland,375,CEDAW,"Collect disaggregated data on women engaged in prostitution, with a view to formulating strategies and programmes to prevent women from entering prostitution and to assist women and girls who wish to leave prostitution, including through alternative income-generating opportunities",2014,Violence against women,1,0,0,0,0,0,true,false,2,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0621,Finland,375,CEDAW,Adopt temporary special measures to ensure that the representation of women in leadership positions in the private sector reflects the full diversity of the population,2014,Gender equality in public and political life,1,0,0,0,0,0,false,true,6,2,CEDAW/C/FIN/CO/7,,,,,
CEDAW0622,Finland,375,CEDAW,"Adopt temporary special measures to ensure the representation of women from disadvantaged groups, such as women with disabilities, women from ethnic minorities, Roma women and migrant women in political and public life",2014,Gender equality in public and political life for minorities,1,0,0,0,0,0,false,true,6,1,CEDAW/C/FIN/CO/7,,,,,
CEDAW0623,Finland,375,CEDAW,consider amending legislation to enable the collection of statistical data needed for programmes and policies aimed at overcoming discrimination against women belonging to the groups mentioned above,2014,Gender equality in public and political life,1,0,0,0,0,0,false,true,5,1,CEDAW/C/FIN/CO/7,,,,,
CEDAW0624,Finland,375,CEDAW,"provide disaggregated information on the representation of women in political and public life in its next periodic report, including on the women belonging to the groups mentioned above",2014,Gender equality in public and political life,1,0,0,0,0,0,false,true,2,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0625,Finland,375,CEDAW,eliminate gender stereotypes and structural barriers that potentially deter girls’ and boys’ enrolment in non-traditional educational and occupational fields at all levels of the education system,2014,Gender equality in education,1,0,0,0,0,0,false,true,4,2,CEDAW/C/FIN/CO/7,,,,,
CEDAW0626,Finland,375,CEDAW,"consider adopting temporary special measures to accelerate the appointment of women in academic institutions, through women-specific grants and other affirmative action measures, such as setting clear targets and time frames for promoting the recruitment of women as full-time professors",2014,Gender equality in education,1,0,0,0,0,0,false,true,6,1,CEDAW/C/FIN/CO/7,,,,,
CEDAW0627,Finland,375,CEDAW,"Take immediate measures to meet the target set by the Equal Pay Programme of a gender-based wage gap of 15 per cent by 2015, with a view to closing the wage gap between men and women in accordance with the Equal Remuneration Convention, 1951 (No. 100) of the International Labour Organization",2014,Gender equality in employment,1,0,0,0,0,0,false,true,7,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0628,Finland,375,CEDAW,"Adopt temporary special measures to accelerate the equal participation of women from disadvantaged groups, including migrant women, Roma women, single mothers, older women and women with disabilities in the labour market,",2014,Gender equality in employment for minority women,1,0,0,0,0,0,false,true,6,1,CEDAW/C/FIN/CO/7,,,,,
CEDAW0629,Finland,375,CEDAW,"undertake comprehensive studies on the employment and working conditions of those groups of women, with recommendations for enhancing their effective participation in the labour market",2014,Gender equality in employment for minority women,1,0,0,0,0,0,false,true,2,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0630,Finland,375,CEDAW,Amend legislation to specifically prohibit employers from not renewing fixed-term employment contracts based on family leave and from limiting their duration on that basis,2014,Gender equality in employment,1,0,0,0,0,0,false,true,5,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0631,Finland,375,CEDAW,"Continue efforts to ensure the reconciliation of family and professional responsibilities and promote the equal sharing of domestic and family tasks between women and men, including by developing incentives to encourage more men to avail themselves of parental leave",2014,Gender equality in employment,1,0,0,0,0,0,false,true,6,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0632,Finland,375,CEDAW,"Take immediate steps to repeal section 2 of the Sterilization Act, which permits the sterilization of women with disabilities who have limited legal capacity or who have been deprived of their legal capacity without their consent",2014,Violence against women with disabilities,1,0,0,0,0,0,true,false,5,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0633,Finland,375,CEDAW,take specific measures to address violence against women with disabilities through the provision of accessible shelters and 24-hour victim support hotlines,2014,Violence against women with disabilities,0,0,0,1,1,0,true,false,6,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0634,Finland,375,CEDAW,take specific measures to address violence against women with disabilities through police training and awareness-raising regarding such violence,2014,Violence against women with disabilities,1,0,0,0,0,0,true,false,6,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0635,Finland,375,CEDAW,"Adopt proactive measures to prevent discrimination against Roma women, both in their communities and in society at large, combat violence against them and increase their access to social services and legal remedies",2014,Violence against Roma women,1,0,0,0,0,0,true,false,6,2,CEDAW/C/FIN/CO/7,,,,,
CEDAW0636,Finland,375,CEDAW,"Adopt proactive measures to prevent discrimination against Roma women, both in their communities and in society at large, combat violence against them and educate Roma women and girls about their rights to equality and non‑discrimination",2014,Violence against Roma women,1,0,0,0,0,0,true,false,4,2,CEDAW/C/FIN/CO/7,,,,,
CEDAW0637,Finland,375,CEDAW,"Collect data on access by Roma women to education, employment, health care and shelters for Roma victims of violence, on the impact of the measures taken to enhance such access and on the results achieved",2014,Violence against Roma women,1,0,0,0,0,0,true,false,2,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0638,Finland,375,CEDAW,Adopt specific measures with the aim of increasing the representation of Sami women in the political and public life of both their community and the State party’s society at large,2014,Gender equality in public and political life for Sami women,1,0,0,0,0,0,false,true,6,1,CEDAW/C/FIN/CO/7,,,,,
CEDAW0639,Finland,375,CEDAW,Ensure that Sami women who are victims of domestic violence have access to shelters and services that address their needs,2014,Violence against Sami women,1,0,0,0,0,0,true,false,6,3,CEDAW/C/FIN/CO/7,,,,,
CEDAW0640,Finland,375,CEDAW,Adopt measures to ensure that domestic violence is a factor to be systematically considered in child custody decisions,2014,Violence against women,1,0,0,0,0,0,true,false,6,2,CEDAW/C/FIN/CO/7,,,,,
CEDAW0641,France,220,CEDAW,continue its work of finding the most appropriate way to pursue measures to encourage girls to study non-traditional subjects and companies to recruit women for non‑stereotypical posts,2008,Gender equality in employment,0,0,1,1,1,0,false,true,4,2,CEDAW/C/FRA/CO/6,,,,,
CEDAW0642,France,220,CEDAW,"strengthen measures to accelerate women’s full and equal participation in all aspects of political and public life and in decision-making bodies, especially in high-ranking posts, including in academia, as mayors and as judges",2008,Gender equality in public and political life,0,1,0,333,0,333,false,true,8,2,CEDAW/C/FRA/CO/6,,,,,
CEDAW0643,France,220,CEDAW,take appropriate measures to implement the Act on Parity in the Political Sphere and other relevant legislation,2008,Gender equality in public and political life,0,0,0,0,0,1,false,true,7,2,CEDAW/C/FRA/CO/6,,,,,
CEDAW0644,France,220,CEDAW,"intensify its efforts to ensure de facto equality for women in the labour market, so as to achieve full compliance with article 11 of the Convention",2008,Gender equality in employment,999,999,999,999,1,999,false,true,8,1,CEDAW/C/FRA/CO/6,,,,,
CEDAW0645,France,220,CEDAW,"take proactive and concrete measures to eliminate occupational segregation, both horizontal and vertical, and narrow and close the pay gap between women and men. In that regard, the Committee recommends that the State party implement its plan of curbing wage gaps, including through financial sanctions as of 2010 for companies that do not have a plan to redress wage inequalities",2008,Gender equality in employment,0,0,0,1,0,0,false,true,7,3,CEDAW/C/FRA/CO/6,,,,,
CEDAW0646,France,220,CEDAW,"create more opportunities for women to have access to full-time employment. The Committee recommends that the State party continue its efforts to allow women and men to reconcile family and professional responsibilities and for the promotion of equal sharing of domestic and family tasks between men and women by providing, inter alia, more and improved childcare facilities",2008,Gender equality in employment,0,0,0,0,1,0,false,true,6,3,CEDAW/C/FRA/CO/6,,,,,
CEDAW0647,France,220,CEDAW,"encourage men to share responsibility for childcare, including through awareness-raising activities and by taking parental leave",2008,Gender equality in employment,0,1,0,0,0,333,false,true,4,3,CEDAW/C/FRA/CO/6,,,,,
CEDAW0648,France,220,CEDAW,"implement the President’s expressed desire to increase the minimum old-age pension, improve the retirement pensions for people in agriculture and crafts and provide retirement pensions for homemakers who had not worked professionally",2008,Gender equality in employment,0,1,0,0,333,0,false,true,6,3,CEDAW/C/FRA/CO/6,,,,,
CEDAW0649,France,220,CEDAW,undertake special measures to assist women with disabilities to enter into the labour market,2008,Gender equality in employment for minorities,1,0,0,0,0,0,false,true,6,1,CEDAW/C/FRA/CO/6,,,,,
CEDAW0650,France,220,CEDAW,"take comprehensive measures in order to address all forms of violence against women, including domestic violence",2008,Violence against women,999,999,999,999,999,1,true,false,8,1,CEDAW/C/FRA/CO/6,,,,,
CEDAW0651,France,220,CEDAW,"analyse all cases of violence against women, particularly those that result in murders of women, and ensure the adoption of effective measures to prevent violence against women and protect them from violence",2008,Violence against women,0,0,0,1,0,1,true,false,2,2,CEDAW/C/FRA/CO/6,,,,,
CEDAW0652,France,220,CEDAW,"strengthen the cooperation between police, the public prosecutor and non-governmental organizations in the prevention of violence against women",2008,Violence against women,0,1,0,0,0,0,true,false,6,2,CEDAW/C/FRA/CO/6,,,,,
CEDAW0653,France,220,CEDAW,collect comprehensive statistical data disaggregated by age and type of violence and the relationship of the perpetrator to the victim,2008,Violence against women,0,0,0,1,1,0,true,false,2,3,CEDAW/C/FRA/CO/6,,,,,
CEDAW0654,France,220,CEDAW,take all appropriate measures to suppress all forms of trafficking and exploitation of prostitution of women and girls,2008,Violence against women,999,999,999,999,999,1,true,false,8,1,CEDAW/C/FRA/CO/6,,,,,
CEDAW0655,France,220,CEDAW,"systematically collect and analyse data, disaggregated by age and social origin, to improve insight into situations of trafficking and related trends and in order to identify the root causes of the phenomenon, and to formulate and implement policies to address such root causes",2008,Violence against women,0,0,0,1,1,0,true,false,2,3,CEDAW/C/FRA/CO/6,,,,,
CEDAW0656,France,220,CEDAW,review the obligation of submitting a complaint to be granted residence permits in order to ensure that trafficked women and girls need of international protection are not expelled,2008,Violence against women,0,0,0,0,0,1,true,false,2,2,CEDAW/C/FRA/CO/6,,,,,
